ensembl_gene_id	gene_symbol	entrez_id	gene_name	gene_label
ENSG00000243679	ENSG00000243679	NA	NA	ENSG00000243679
ENSG00000243696	ENSG00000243696	NA	NA	ENSG00000243696
ENSG00000243701	DUBR	344595	DPPA2 upstream binding RNA	DUBR
ENSG00000243716	NPIPB5	100132247	nuclear pore complex interacting protein family member B5	NPIPB5
ENSG00000243725	TTC4	7268	tetratricopeptide repeat domain 4	TTC4
ENSG00000243746	EEF1A1P10	100421829	eukaryotic translation elongation factor 1 alpha 1 pseudogene 10	EEF1A1P10
ENSG00000243753	ENSG00000243753	NA	NA	ENSG00000243753
ENSG00000243772	KIR2DL3	3804	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3	KIR2DL3
ENSG00000243811	APOBEC3D	140564	apolipoprotein B mRNA editing enzyme catalytic subunit 3D	APOBEC3D
ENSG00000243836	WDR86-AS1	100131176	WDR86 antisense RNA 1	WDR86-AS1
ENSG00000243926	ENSG00000243926	NA	NA	ENSG00000243926
ENSG00000243927	MRPS6	64968	mitochondrial ribosomal protein S6	MRPS6
ENSG00000243943	ZNF512	84450	zinc finger protein 512	ZNF512
ENSG00000243970	ENSG00000243970	NA	NA	ENSG00000243970
ENSG00000244005	NFS1	9054	NFS1 cysteine desulfurase	NFS1
ENSG00000244026	FAM86DP	692099	family with sequence similarity 86 member D, pseudogene	FAM86DP
ENSG00000244038	DDOST	1650	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit	DDOST
ENSG00000244041	LINC01011	401232	long intergenic non-protein coding RNA 1011	LINC01011
ENSG00000244045	TMEM199	147007	transmembrane protein 199	TMEM199
ENSG00000244055	ENSG00000244055	NA	NA	ENSG00000244055
ENSG00000244165	P2RY11	5032	purinergic receptor P2Y11	P2RY11
ENSG00000244187	TMEM141	85014	transmembrane protein 141	TMEM141
ENSG00000244198	ENSG00000244198	NA	NA	ENSG00000244198
ENSG00000244203	FOXP1-AS1	104502416	FOXP1 antisense RNA 1	FOXP1-AS1
ENSG00000244265	ENSG00000244265	NA	NA	ENSG00000244265
ENSG00000244274	DBNDD2	55861	dysbindin domain containing 2	DBNDD2
ENSG00000244378	ENSG00000244378	NA	NA	ENSG00000244378
ENSG00000244405	ETV5	2119	ETS variant transcription factor 5	ETV5
ENSG00000244437	IGKV3-15	28913	immunoglobulin kappa variable 3-15	IGKV3-15
ENSG00000244459	ENSG00000244459	NA	NA	ENSG00000244459
ENSG00000244462	RBM12	10137	RNA binding motif protein 12	RBM12
ENSG00000244482	LILRA6	79168	leukocyte immunoglobulin like receptor A6	LILRA6
ENSG00000244486	SCARF2	91179	scavenger receptor class F member 2	SCARF2
ENSG00000244509	APOBEC3C	27350	apolipoprotein B mRNA editing enzyme catalytic subunit 3C	APOBEC3C
ENSG00000244513	ENSG00000244513	NA	NA	ENSG00000244513
ENSG00000244560	ENSG00000244560	NA	NA	ENSG00000244560
ENSG00000244575	IGKV1-27	28935	immunoglobulin kappa variable 1-27	IGKV1-27
ENSG00000244617	ASPRV1	151516	aspartic peptidase retroviral like 1	ASPRV1
ENSG00000244620	ENSG00000244620	NA	NA	ENSG00000244620
ENSG00000244625	ENSG00000244625	NA	NA	ENSG00000244625
ENSG00000244627	ENSG00000244627	NA	NA	ENSG00000244627
ENSG00000244649	ENSG00000244649	NA	NA	ENSG00000244649
ENSG00000244682	ENSG00000244682	NA	NA	ENSG00000244682
ENSG00000244687	UBE2V1	7335	ubiquitin conjugating enzyme E2 V1	UBE2V1
ENSG00000244720	ENSG00000244720	NA	NA	ENSG00000244720
ENSG00000244734	HBB	3043	hemoglobin subunit beta	HBB
ENSG00000244754	N4BP2L2	10443	NEDD4 binding protein 2 like 2	N4BP2L2
ENSG00000244879	ENSG00000244879	NA	NA	ENSG00000244879
ENSG00000245025	ENSG00000245025	NA	NA	ENSG00000245025
ENSG00000245060	LINC00847	729678	long intergenic non-protein coding RNA 847	LINC00847
ENSG00000245105	A2M-AS1	144571	A2M antisense RNA 1	A2M-AS1
ENSG00000245112	SMARCA5-AS1	100128055	SMARCA5 antisense RNA 1	SMARCA5-AS1
ENSG00000245146	LOC124900193	124900193	uncharacterized LOC124900193	LOC124900193
ENSG00000245149	RNF139-DT	101927612	RNF139 divergent transcript	RNF139-DT
ENSG00000245156	ENSG00000245156	NA	NA	ENSG00000245156
ENSG00000245164	LINC00861	100130231	long intergenic non-protein coding RNA 861	LINC00861
ENSG00000245213	GALNT7-DT	101930370	GALNT7 divergent transcript	GALNT7-DT
ENSG00000245275	SAP30L-AS1	386627	SAP30L antisense RNA 1 (head to head)	SAP30L-AS1
ENSG00000245293	CYP2U1-AS1	101929595	CYP2U1 and SGMS2 antisense RNA 1	CYP2U1-AS1
ENSG00000245498	MSANTD2-AS1	100507283	MSANTD2 antisense RNA 1	MSANTD2-AS1
ENSG00000245532	NEAT1	283131	nuclear paraspeckle assembly transcript 1	NEAT1
ENSG00000245534	RORA-AS1	101928784	RORA antisense RNA 1	RORA-AS1
ENSG00000245552	LNCRNA-IUR	101929295	lncRNA imatinib upregulated	LNCRNA-IUR
ENSG00000245556	SCAMP1-AS1	728769	SCAMP1 antisense RNA 1	SCAMP1-AS1
ENSG00000245571	FAM111A-DT	101927204	FAM111A divergent transcript	FAM111A-DT
ENSG00000245573	BDNF-AS	497258	BDNF antisense RNA	BDNF-AS
ENSG00000245648	KLRK1-AS1	101928100	KLRK1 antisense RNA 1	KLRK1-AS1
ENSG00000245680	ZNF585B	92285	zinc finger protein 585B	ZNF585B
ENSG00000245685	FRG1-DT	728339	FRG1 divergent transcript	FRG1-DT
ENSG00000245750	DRAIC	145837	downregulated RNA in cancer, inhibitor of cell invasion and migration	DRAIC
ENSG00000245848	CEBPA	1050	CCAAT enhancer binding protein alpha	CEBPA
ENSG00000245849	RAD51-AS1	100505648	RAD51 antisense RNA 1	RAD51-AS1
ENSG00000245869	ENSG00000245869	NA	NA	ENSG00000245869
ENSG00000245888	NSMCE1-DT	400512	NSMCE1 divergent transcript	NSMCE1-DT
ENSG00000245904	ENSG00000245904	NA	NA	ENSG00000245904
ENSG00000245910	ENSG00000245910	NA	NA	ENSG00000245910
ENSG00000245937	SLC12A2-DT	644873	SLC12A2 divergent transcript	SLC12A2-DT
ENSG00000245954	LINC02273	100996286	long intergenic non-protein coding RNA 2273	LINC02273
ENSG00000245958	ENSG00000245958	NA	NA	ENSG00000245958
ENSG00000245970	ENSG00000245970	NA	NA	ENSG00000245970
ENSG00000246067	ENSG00000246067	NA	NA	ENSG00000246067
ENSG00000246082	NUDT16L2P	152195	nudix hydrolase 16 like 2, pseudogene	NUDT16L2P
ENSG00000246084	LINC02325	101929241	long intergenic non-protein coding RNA 2325	LINC02325
ENSG00000246089	MCPH1-DT	100287015	MCPH1 divergent transcript	MCPH1-DT
ENSG00000246090	LOC100507053	100507053	uncharacterized LOC100507053	LOC100507053
ENSG00000246174	KCTD21-AS1	100289388	KCTD21 antisense RNA 1	KCTD21-AS1
ENSG00000246203	ENSG00000246203	NA	NA	ENSG00000246203
ENSG00000246214	RETREG1-AS1	101929524	RETREG1 antisense RNA 1	RETREG1-AS1
ENSG00000246223	LINC01550	388011	long intergenic non-protein coding RNA 1550	LINC01550
ENSG00000246225	ENSG00000246225	NA	NA	ENSG00000246225
ENSG00000246263	ENSG00000246263	NA	NA	ENSG00000246263
ENSG00000246273	SBF2-AS1	283104	SBF2 antisense RNA 1	SBF2-AS1
ENSG00000246339	EXTL3-AS1	101929402	EXTL3 antisense RNA 1	EXTL3-AS1
ENSG00000246366	LACTB2-AS1	286190	LACTB2 antisense RNA 1	LACTB2-AS1
ENSG00000246422	DIAPH1-AS1	100505658	DIAPH1 antisense RNA 1	DIAPH1-AS1
ENSG00000246430	LINC00968	100507632	long intergenic non-protein coding RNA 968	LINC00968
ENSG00000246451	ENSG00000246451	NA	NA	ENSG00000246451
ENSG00000246477	ENSG00000246477	NA	NA	ENSG00000246477
ENSG00000246526	LINC02481	339988	long intergenic non-protein coding RNA 2481	LINC02481
ENSG00000246560	ENSG00000246560	NA	NA	ENSG00000246560
ENSG00000246575	ENSG00000246575	NA	NA	ENSG00000246575
ENSG00000246582	TNFRSF10A-DT	389641	TNFRSF10A divergent transcript	TNFRSF10A-DT
ENSG00000246596	ENSG00000246596	NA	NA	ENSG00000246596
ENSG00000246705	H2AJ	55766	H2A.J histone	H2AJ
ENSG00000246731	MGC16275	85001	uncharacterized protein MGC16275	MGC16275
ENSG00000246790	ENSG00000246790	NA	NA	ENSG00000246790
ENSG00000246859	STARD4-AS1	100505678	STARD4 antisense RNA 1	STARD4-AS1
ENSG00000246898	ENSG00000246898	NA	NA	ENSG00000246898
ENSG00000246922	UBAP1L	390595	ubiquitin associated protein 1 like	UBAP1L
ENSG00000246982	ENSG00000246982	NA	NA	ENSG00000246982
ENSG00000246985	SOCS2-AS1	144481	SOCS2 antisense RNA 1	SOCS2-AS1
ENSG00000247077	PGAM5	192111	PGAM family member 5, mitochondrial serine/threonine protein phosphatase	PGAM5
ENSG00000247081	LOC105369147	105369147	uncharacterized LOC105369147	LOC105369147
ENSG00000247092	SNHG10	283596	small nucleolar RNA host gene 10	SNHG10
ENSG00000247121	ENSG00000247121	NA	NA	ENSG00000247121
ENSG00000247134	LOC105379362	105379362	uncharacterized LOC105379362	LOC105379362
ENSG00000247137	ANKRD42-DT	100506282	ANKRD42 divergent transcript	ANKRD42-DT
ENSG00000247157	LINC01252	338817	long intergenic non-protein coding RNA 1252	LINC01252
ENSG00000247240	UBL7-DT	440288	UBL7 divergent transcript	UBL7-DT
ENSG00000247271	ZBED5-AS1	729013	ZBED5 antisense RNA 1	ZBED5-AS1
ENSG00000247287	ENSG00000247287	NA	NA	ENSG00000247287
ENSG00000247315	ZCCHC3	85364	zinc finger CCHC-type containing 3	ZCCHC3
ENSG00000247317	ENSG00000247317	NA	NA	ENSG00000247317
ENSG00000247363	LOC100507250	100507250	uncharacterized LOC100507250	LOC100507250
ENSG00000247373	ENSG00000247373	NA	NA	ENSG00000247373
ENSG00000247400	DNAJC3-DT	100289274	DNAJC3 divergent transcript	DNAJC3-DT
ENSG00000247516	MIR4458HG	100505738	MIR4458 host gene	MIR4458HG
ENSG00000247556	OIP5-AS1	729082	OIP5 antisense RNA 1	OIP5-AS1
ENSG00000247572	CKMT2-AS1	100131067	CKMT2 antisense RNA 1	CKMT2-AS1
ENSG00000247596	TWF2	11344	twinfilin actin binding protein 2	TWF2
ENSG00000247626	MARS2	92935	methionyl-tRNA synthetase 2, mitochondrial	MARS2
ENSG00000247679	ENSG00000247679	NA	NA	ENSG00000247679
ENSG00000247708	STX18-AS1	100507266	STX18 antisense RNA 1 (head to head)	STX18-AS1
ENSG00000247774	PCED1B-AS1	100233209	PCED1B antisense RNA 1	PCED1B-AS1
ENSG00000247796	MOCS2-DT	257396	MOCS2 divergent transcript	MOCS2-DT
ENSG00000247828	TMEM161B-DT	100505894	TMEM161B divergent transcript	TMEM161B-DT
ENSG00000247903	ENSG00000247903	NA	NA	ENSG00000247903
ENSG00000247934	ENSG00000247934	NA	NA	ENSG00000247934
ENSG00000247950	SEC24B-AS1	100533182	SEC24B antisense RNA 1	SEC24B-AS1
ENSG00000247982	LINC00926	283663	long intergenic non-protein coding RNA 926	LINC00926
ENSG00000248008	NRAV	100506668	negative regulator of antiviral response	NRAV
ENSG00000248019	FAM13A-AS1	285512	FAM13A antisense RNA 1	FAM13A-AS1
ENSG00000248049	UBA6-DT	550112	UBA6 divergent transcript	UBA6-DT
ENSG00000248092	ENSG00000248092	NA	NA	ENSG00000248092
ENSG00000248098	BCKDHA	593	branched chain keto acid dehydrogenase E1 subunit alpha	BCKDHA
ENSG00000248099	INSL3	3640	insulin like 3	INSL3
ENSG00000248124	ENSG00000248124	NA	NA	ENSG00000248124
ENSG00000248275	TRIM52-AS1	100507602	TRIM52 antisense RNA 1 (head to head)	TRIM52-AS1
ENSG00000248309	MEF2C-AS1	101929423	MEF2C antisense RNA 1	MEF2C-AS1
ENSG00000248323	LUCAT1	100505994	lung cancer associated transcript 1	LUCAT1
ENSG00000248333	CDK11B	984	cyclin dependent kinase 11B	CDK11B
ENSG00000248334	ENSG00000248334	NA	NA	ENSG00000248334
ENSG00000248429	GASK1B-AS1	285505	GASK1B antisense RNA 1	GASK1B-AS1
ENSG00000248445	SEMA6A-AS1	101927233	SEMA6A antisense RNA 1	SEMA6A-AS1
ENSG00000248473	LINC01962	102577426	long intergenic non-protein coding RNA 1962	LINC01962
ENSG00000248476	ENSG00000248476	NA	NA	ENSG00000248476
ENSG00000248483	POU5F2	134187	POU domain class 5, transcription factor 2	POU5F2
ENSG00000248487	ABHD14A	25864	abhydrolase domain containing 14A	ABHD14A
ENSG00000248489	CHD1-DT	102724810	CHD1 divergent transcript	CHD1-DT
ENSG00000248503	ENSG00000248503	NA	NA	ENSG00000248503
ENSG00000248508	SRP14-DT	100131089	SRP14 divergent transcript	SRP14-DT
ENSG00000248527	MTATP6P1	106480796	MT-ATP6 pseudogene 1	MTATP6P1
ENSG00000248544	ENSG00000248544	NA	NA	ENSG00000248544
ENSG00000248564	ENSG00000248564	NA	NA	ENSG00000248564
ENSG00000248592	STIMATE-MUSTN1	100526772	STIMATE-MUSTN1 readthrough	STIMATE-MUSTN1
ENSG00000248593	ENSG00000248593	NA	NA	ENSG00000248593
ENSG00000248643	RBM14-RBM4	100526737	RBM14-RBM4 readthrough	RBM14-RBM4
ENSG00000248668	OXCT1-AS1	100874002	OXCT1 antisense RNA 1	OXCT1-AS1
ENSG00000248712	CCDC153	283152	coiled-coil domain containing 153	CCDC153
ENSG00000248727	LINC01948	102467147	long intergenic non-protein coding RNA 1948	LINC01948
ENSG00000248734	ENSG00000248734	NA	NA	ENSG00000248734
ENSG00000248810	LINC02432	100507639	long intergenic non-protein coding RNA 2432	LINC02432
ENSG00000248905	FMN1	342184	formin 1	FMN1
ENSG00000248932	COPB2-DT	100507291	COPB2 divergent transcript	COPB2-DT
ENSG00000248971	KRT8P46	100418744	keratin 8 pseudogene 46	KRT8P46
ENSG00000248996	ENSG00000248996	NA	NA	ENSG00000248996
ENSG00000249087	ZNF436-AS1	148898	ZNF436 antisense RNA 1	ZNF436-AS1
ENSG00000249096	ENSG00000249096	NA	NA	ENSG00000249096
ENSG00000249115	HAUS5	23354	HAUS augmin like complex subunit 5	HAUS5
ENSG00000249138	SLED1	643036	proteoglycan 3, pro eosinophil major basic protein 2 pseudogene	SLED1
ENSG00000249241	LINC02265	101060498	long intergenic non-protein coding RNA 2265	LINC02265
ENSG00000249249	ENSG00000249249	NA	NA	ENSG00000249249
ENSG00000249252	C1QTNF7-AS1	101929095	C1QTNF7 antisense RNA 1	C1QTNF7-AS1
ENSG00000249274	PDLIM1P4	100419185	PDZ and LIM domain 1 pseudogene 4	PDLIM1P4
ENSG00000249302	ENSG00000249302	NA	NA	ENSG00000249302
ENSG00000249353	ENSG00000249353	NA	NA	ENSG00000249353
ENSG00000249437	NAIP	4671	NLR family apoptosis inhibitory protein	NAIP
ENSG00000249459	ENSG00000249459	NA	NA	ENSG00000249459
ENSG00000249471	ZNF324B	388569	zinc finger protein 324B	ZNF324B
ENSG00000249492	ENSG00000249492	NA	NA	ENSG00000249492
ENSG00000249592	PCGF3-AS1	100129917	PCGF3 antisense RNA 1	PCGF3-AS1
ENSG00000249637	ENSG00000249637	NA	NA	ENSG00000249637
ENSG00000249661	ENSG00000249661	NA	NA	ENSG00000249661
ENSG00000249667	LINC01259	106144599	long intergenic non-protein coding RNA 1259	LINC01259
ENSG00000249673	ENSG00000249673	NA	NA	ENSG00000249673
ENSG00000249684	ENSG00000249684	NA	NA	ENSG00000249684
ENSG00000249700	SRD5A3-AS1	100506462	SRD5A3 antisense RNA 1	SRD5A3-AS1
ENSG00000249709	ZNF564	163050	zinc finger protein 564	ZNF564
ENSG00000249741	ENSG00000249741	NA	NA	ENSG00000249741
ENSG00000249790	ENSG00000249790	NA	NA	ENSG00000249790
ENSG00000249806	ENSG00000249806	NA	NA	ENSG00000249806
ENSG00000249825	THBS4-AS1	101929215	THBS4 antisense RNA 1	THBS4-AS1
ENSG00000249835	VCAN-AS1	105379054	VCAN antisense RNA 1	VCAN-AS1
ENSG00000249850	KRT18P31	646723	keratin 18 pseudogene 31	KRT18P31
ENSG00000249859	PVT1	5820	Pvt1 oncogene	PVT1
ENSG00000249898	ENSG00000249898	NA	NA	ENSG00000249898
ENSG00000249915	PDCD6	10016	programmed cell death 6	PDCD6
ENSG00000249936	ENSG00000249936	NA	NA	ENSG00000249936
ENSG00000249978	TRGV7	6981	T cell receptor gamma variable 7 (pseudogene)	TRGV7
ENSG00000249986	ENSG00000249986	NA	NA	ENSG00000249986
ENSG00000249992	TMEM158	25907	transmembrane protein 158	TMEM158
ENSG00000250067	YJEFN3	374887	YjeF N-terminal domain containing 3	YJEFN3
ENSG00000250069	ENSG00000250069	NA	NA	ENSG00000250069
ENSG00000250091	ENSG00000250091	NA	NA	ENSG00000250091
ENSG00000250116	RHOQ-AS1	100506142	RHOQ antisense RNA 1	RHOQ-AS1
ENSG00000250138	LOC728488	728488	POM121 membrane glycoprotein (rat) pseudogene	LOC728488
ENSG00000250155	SLC1A3-AS1	107986412	SLC1A3 antisense RNA 1	SLC1A3-AS1
ENSG00000250159	ENSG00000250159	NA	NA	ENSG00000250159
ENSG00000250170	ENSG00000250170	NA	NA	ENSG00000250170
ENSG00000250251	PKD1P6	353511	polycystin 1, transient receptor potential channel interacting pseudogene 6	PKD1P6
ENSG00000250274	LOC100128059	100128059	uncharacterized LOC100128059	LOC100128059
ENSG00000250299	ENSG00000250299	NA	NA	ENSG00000250299
ENSG00000250303	LINC02762	283140	long intergenic non-protein coding RNA 2762	LINC02762
ENSG00000250312	ZNF718	255403	zinc finger protein 718	ZNF718
ENSG00000250317	SMIM20	389203	small integral membrane protein 20	SMIM20
ENSG00000250334	LINC00989	100506035	long intergenic non-protein coding RNA 989	LINC00989
ENSG00000250462	ENSG00000250462	NA	NA	ENSG00000250462
ENSG00000250479	CHCHD10	400916	coiled-coil-helix-coiled-coil-helix domain containing 10	CHCHD10
ENSG00000250486	FAM218A	152756	family with sequence similarity 218 member A	FAM218A
ENSG00000250510	GPR162	27239	G protein-coupled receptor 162	GPR162
ENSG00000250539	KRT8P33	100418737	keratin 8 pseudogene 33	KRT8P33
ENSG00000250548	LINC01303	101927780	long intergenic non-protein coding RNA 1303	LINC01303
ENSG00000250565	ATP6V1E2	90423	ATPase H+ transporting V1 subunit E2	ATP6V1E2
ENSG00000250571	GLI4	2738	GLI family zinc finger 4	GLI4
ENSG00000250608	NUDT16-DT	339874	NUDT16 divergent transcript	NUDT16-DT
ENSG00000250654	ENSG00000250654	NA	NA	ENSG00000250654
ENSG00000250687	NAIPP1	728535	NAIP pseudogene 1	NAIPP1
ENSG00000250731	ENSG00000250731	NA	NA	ENSG00000250731
ENSG00000250771	ENSG00000250771	NA	NA	ENSG00000250771
ENSG00000250802	ZBED3-AS1	728723	ZBED3 antisense RNA 1	ZBED3-AS1
ENSG00000250893	ENSG00000250893	NA	NA	ENSG00000250893
ENSG00000250903	GMDS-DT	100508120	GMDS divergent transcript	GMDS-DT
ENSG00000250959	ENSG00000250959	NA	NA	ENSG00000250959
ENSG00000250988	SNHG21	100505616	small nucleolar RNA host gene 21	SNHG21
ENSG00000251000	ENSG00000251000	NA	NA	ENSG00000251000
ENSG00000251002	TRD-AS1	105370401	TRD antisense RNA 1	TRD-AS1
ENSG00000251022	THAP9-AS1	100499177	THAP9 antisense RNA 1	THAP9-AS1
ENSG00000251034	ENSG00000251034	NA	NA	ENSG00000251034
ENSG00000251131	ENSG00000251131	NA	NA	ENSG00000251131
ENSG00000251136	PARAIL	101929709	palmitic acid regulated anti-inflammatory lncRNA	PARAIL
ENSG00000251139	ENSG00000251139	NA	NA	ENSG00000251139
ENSG00000251192	ZNF674	641339	zinc finger protein 674	ZNF674
ENSG00000251194	ENSG00000251194	NA	NA	ENSG00000251194
ENSG00000251230	MIR3945HG	731424	MIR3945 host gene	MIR3945HG
ENSG00000251247	ZNF345	25850	zinc finger protein 345	ZNF345
ENSG00000251259	ENSG00000251259	NA	NA	ENSG00000251259
ENSG00000251288	ENSG00000251288	NA	NA	ENSG00000251288
ENSG00000251301	ENSG00000251301	NA	NA	ENSG00000251301
ENSG00000251323	LINC02728	101928865	long intergenic non-protein coding RNA 2728	LINC02728
ENSG00000251364	SYT9-AS1	100506258	SYT9 antisense RNA 1	SYT9-AS1
ENSG00000251369	ZNF550	162972	zinc finger protein 550	ZNF550
ENSG00000251393	ENSG00000251393	NA	NA	ENSG00000251393
ENSG00000251442	ENSG00000251442	NA	NA	ENSG00000251442
ENSG00000251474	ENSG00000251474	NA	NA	ENSG00000251474
ENSG00000251562	MALAT1	378938	metastasis associated lung adenocarcinoma transcript 1	MALAT1
ENSG00000251578	TRBV21-1	28566	T cell receptor beta variable 21-1 (pseudogene)	TRBV21-1
ENSG00000251580	LINC02482	105374366	long intergenic non-protein coding RNA 2482	LINC02482
ENSG00000251586	ENSG00000251586	NA	NA	ENSG00000251586
ENSG00000251593	ENSG00000251593	NA	NA	ENSG00000251593
ENSG00000251600	LOC101927636	101927636	uncharacterized LOC101927636	LOC101927636
ENSG00000251615	ENSG00000251615	NA	NA	ENSG00000251615
ENSG00000251637	ENSG00000251637	NA	NA	ENSG00000251637
ENSG00000251661	ENSG00000251661	NA	NA	ENSG00000251661
ENSG00000251669	ENSG00000251669	NA	NA	ENSG00000251669
ENSG00000252835	SCARNA21	677763	small Cajal body-specific RNA 21	SCARNA21
ENSG00000253200	ENSG00000253200	NA	NA	ENSG00000253200
ENSG00000253210	DENND3-AS1	101927963	DENND3 antisense RNA 1	DENND3-AS1
ENSG00000253214	LOC105375924	105375924	uncharacterized LOC105375924	LOC105375924
ENSG00000253234	ENSG00000253234	NA	NA	ENSG00000253234
ENSG00000253239	IGLVI-70	28763	immunoglobulin lambda variable (I)-70 (pseudogene)	IGLVI-70
ENSG00000253251	SHLD3	112441434	shieldin complex subunit 3	SHLD3
ENSG00000253276	CCDC71L	168455	coiled-coil domain containing 71 like	CCDC71L
ENSG00000253291	TRBV7-7	28591	T cell receptor beta variable 7-7	TRBV7-7
ENSG00000253305	PCDHGB6	56100	protocadherin gamma subfamily B, 6	PCDHGB6
ENSG00000253320	ENSG00000253320	NA	NA	ENSG00000253320
ENSG00000253352	TUG1	55000	taurine up-regulated 1	TUG1
ENSG00000253364	ENSG00000253364	NA	NA	ENSG00000253364
ENSG00000253368	TRNP1	388610	TMF1 regulated nuclear protein 1	TRNP1
ENSG00000253372	ENSG00000253372	NA	NA	ENSG00000253372
ENSG00000253394	ENSG00000253394	NA	NA	ENSG00000253394
ENSG00000253408	ENSG00000253408	NA	NA	ENSG00000253408
ENSG00000253409	TRBV7-4	28594	T cell receptor beta variable 7-4	TRBV7-4
ENSG00000253438	LOC105375751	105375751	uncharacterized LOC105375751	LOC105375751
ENSG00000253457	SMIM18	100507341	small integral membrane protein 18	SMIM18
ENSG00000253535	ENSG00000253535	NA	NA	ENSG00000253535
ENSG00000253558	LOC100422441	100422441	heat shock protein 90 alpha family class B member 1 pseudogene	LOC100422441
ENSG00000253669	ENSG00000253669	NA	NA	ENSG00000253669
ENSG00000253676	ENSG00000253676	NA	NA	ENSG00000253676
ENSG00000253710	ALG11	440138	ALG11 alpha-1,2-mannosyltransferase	ALG11
ENSG00000253716	MINCR	100507316	MYC-induced long non-coding RNA	MINCR
ENSG00000253719	ATXN7L3B	552889	ataxin 7 like 3B	ATXN7L3B
ENSG00000253729	PRKDC	5591	protein kinase, DNA-activated, catalytic subunit	PRKDC
ENSG00000253736	ENSG00000253736	NA	NA	ENSG00000253736
ENSG00000253738	OTUD6B-AS1	100506365	OTUD6B antisense RNA 1 (head to head)	OTUD6B-AS1
ENSG00000253744	ENSG00000253744	NA	NA	ENSG00000253744
ENSG00000253754	ENSG00000253754	NA	NA	ENSG00000253754
ENSG00000253755	ENSG00000253755	NA	NA	ENSG00000253755
ENSG00000253853	ENSG00000253853	NA	NA	ENSG00000253853
ENSG00000253948	VPS13B-DT	105375666	VPS13B divergent transcript	VPS13B-DT
ENSG00000253958	CLDN23	137075	claudin 23	CLDN23
ENSG00000253980	ENSG00000253980	NA	NA	ENSG00000253980
ENSG00000253982	CLN8-AS1	101927752	CLN8 antisense RNA 1	CLN8-AS1
ENSG00000253998	IGKV2-29	28920	immunoglobulin kappa variable 2-29	IGKV2-29
ENSG00000254004	ZNF260	339324	zinc finger protein 260	ZNF260
ENSG00000254017	IGHEP2	3499	immunoglobulin heavy constant epsilon P2 (pseudogene)	IGHEP2
ENSG00000254087	LYN	4067	LYN proto-oncogene, Src family tyrosine kinase	LYN
ENSG00000254093	PINX1	54984	PIN2 (TERF1) interacting telomerase inhibitor 1	PINX1
ENSG00000254126	CD8B2	927	CD8B family member 2	CD8B2
ENSG00000254166	PCAT2	103164619	prostate cancer associated transcript 2	PCAT2
ENSG00000254206	NPIPB11	728888	nuclear pore complex interacting protein family member B11	NPIPB11
ENSG00000254208	ENSG00000254208	NA	NA	ENSG00000254208
ENSG00000254231	WWP1-AS1	105375624	WWP1 antisense RNA 1	WWP1-AS1
ENSG00000254275	ENSG00000254275	NA	NA	ENSG00000254275
ENSG00000254325	ENSG00000254325	NA	NA	ENSG00000254325
ENSG00000254363	LOC101929719	101929719	uncharacterized LOC101929719	LOC101929719
ENSG00000254395	IGHV4-55	28393	immunoglobulin heavy variable 4-55 (pseudogene)	IGHV4-55
ENSG00000254413	CHKB-CPT1B	386593	CHKB-CPT1B readthrough (NMD candidate)	CHKB-CPT1B
ENSG00000254415	SIGLEC14	100049587	sialic acid binding Ig like lectin 14	SIGLEC14
ENSG00000254427	LINC02696	101928812	long intergenic non-protein coding RNA 2696	LINC02696
ENSG00000254463	PPIAP41	111082977	peptidylprolyl isomerase A pseudogene 41	PPIAP41
ENSG00000254469	XNDC1N	100133315	XRCC1 N-terminal domain containing 1, N-terminal like	XNDC1N
ENSG00000254470	AP5B1	91056	adaptor related protein complex 5 subunit beta 1	AP5B1
ENSG00000254481	ENSG00000254481	NA	NA	ENSG00000254481
ENSG00000254505	CHMP4A	29082	charged multivesicular body protein 4A	CHMP4A
ENSG00000254521	SIGLEC12	89858	sialic acid binding Ig like lectin 12	SIGLEC12
ENSG00000254531	FLJ20021	90024	uncharacterized LOC90024	FLJ20021
ENSG00000254536	ENSG00000254536	NA	NA	ENSG00000254536
ENSG00000254554	ENSG00000254554	NA	NA	ENSG00000254554
ENSG00000254577	ENSG00000254577	NA	NA	ENSG00000254577
ENSG00000254614	CAPN1-AS1	728975	CAPN1 antisense RNA 1	CAPN1-AS1
ENSG00000254615	ENSG00000254615	NA	NA	ENSG00000254615
ENSG00000254635	ENSG00000254635	NA	NA	ENSG00000254635
ENSG00000254639	ENSG00000254639	NA	NA	ENSG00000254639
ENSG00000254682	ENSG00000254682	NA	NA	ENSG00000254682
ENSG00000254685	FPGT	8790	fucose-1-phosphate guanylyltransferase	FPGT
ENSG00000254703	SENCR	100507392	smooth muscle and endothelial cell enriched migration/differentiation-associated lncRNA	SENCR
ENSG00000254709	IGLL5	100423062	immunoglobulin lambda like polypeptide 5	IGLL5
ENSG00000254740	ENSG00000254740	NA	NA	ENSG00000254740
ENSG00000254777	ENSG00000254777	NA	NA	ENSG00000254777
ENSG00000254783	LOC100289518	100289518	immunoglobin superfamily member 21 pseudogene	LOC100289518
ENSG00000254791	ENSG00000254791	NA	NA	ENSG00000254791
ENSG00000254802	ENSG00000254802	NA	NA	ENSG00000254802
